sentID.BTEC,split,lang,sent,label
6660,corpus-6-test-corpus-26-dev,BAG,اعبر الجسر هناك، وراح تلكة المكتبة على ايدك اليسرة.,Iraqi
18401,corpus-6-test-corpus-26-train,ALX,ساعتى. كانت رقمية سويسرية الصنع ماركة جديدة.,Egyptian
471,corpus-6-test-corpus-26-dev,DAM,هاد الكرت، تمام؟,Levantine
4224,corpus-6-test-corpus-26-train,BAG,ما جان خطأي.,Iraqi
13919,corpus-6-test-corpus-26-train,ASW,اه، يا غالي. انا مادركتش انه انا لسة معايا دولز.,Egyptian
7671,corpus-6-test-corpus-26-train,JED,وديني لطريق ابي، لو سمحت.,Gulf
553,corpus-6-test-corpus-26-train,BAG,اريد كم جوراب.,Iraqi
16653,corpus-6-test-corpus-26-dev,MOS,وين اطيق اشتغي ميز حواس؟,Iraqi
2920,corpus-6-train,DOH,وين اقدر اشتري؟,Gulf
331,corpus-6-train,RAB,واش مازال نقدر نبدل الطلب ديالي؟ بغيت الصول في بلاصت بوزروغ.,Maghrebi
1619,corpus-6-test-corpus-26-train,MOS,اكيد. خليني اشوفو. انت تاذيت بالمرجان، اتوقع.,Iraqi
471,corpus-6-test-corpus-26-dev,SAL,هاي البطاقة، تمام؟,Levantine
6285,corpus-6-test-corpus-26-train,RIY,هل تكلفة الفندق تتضمن الفطور؟,Gulf
15292,corpus-6-test-corpus-26-train,BAG,كولي افضل نادي ريجي بنيويورك.,Iraqi
9513,corpus-6-train,CAI,لو سمحت سجل الجواب ده .,Egyptian
4742,corpus-6-test-corpus-26-dev,JER,بدي ضو.,Levantine
5914,corpus-6-test-corpus-26-train,ALX,ممكن أكلم الآنسة براون؟,Egyptian
6228,corpus-6-test-corpus-26-train,ALE,إيمت بطلع القطار الجاي ع بوسطن؟,Levantine
14502,corpus-6-test-corpus-26-train,BAS,الشباج زين.,Iraqi
19651,corpus-6-test-corpus-26-test,MOS,ماكو اي شي صعب او غامض.,Iraqi
9041,corpus-6-test-corpus-26-train,DAM,اي، في مشروب واحد على الأقل.,Levantine
6399,corpus-6-train,DOH,كم الرسوم الاضافية حق الاكسبريس؟,Gulf
5274,corpus-6-train,CAI,عايز ابعت فلوس بحوالة، لو تكرمت .,Egyptian
13748,corpus-6-test-corpus-26-test,BAG,اريد فندق ارخص.,Iraqi
12835,corpus-6-test-corpus-26-train,ALG,اذا نقدرو نشوفو محافظ جيبية من الجلد؟,Maghrebi
16576,corpus-6-test-corpus-26-train,ASW,ده متين؟,Egyptian
7321,corpus-6-test-corpus-26-train,ASW,ممكن أشتري تذكرة مترو من فين؟,Egyptian
3220,corpus-6-test-corpus-26-train,DAM,بدك تشرب شي من البار؟,Levantine
11222,corpus-6-train,BEI,اوك، لكن بدقلك بعدين . شكرا .,Levantine
16793,corpus-6-test-corpus-26-train,BAS,تذكرة نقل، رجاءا.,Iraqi
15095,corpus-6-test-corpus-26-train,FES,ما تلمسنيش.,Maghrebi
9710,corpus-6-test-corpus-26-test,DAM,أنا علقان برات غرفتي.,Levantine
6228,corpus-6-test-corpus-26-train,JER,ايمتا بيتحرك قطار بوسطن التاني؟,Levantine
11302,corpus-6-test-corpus-26-train,ALX,بياخد عشر دقايق مشى.,Egyptian
12884,corpus-6-test-corpus-26-train,BAS,رجاءا كلي وين اقرب صيدلية.,Iraqi
6866,corpus-6-test-corpus-26-dev,ALE,بيجي هاد مع قسم السلطة واختيار من البطاطا المخبوزة أو البطاطا المقلية.,Levantine
11374,corpus-6-test-corpus-26-train,FES,بغيت شي خيط.,Maghrebi
10243,corpus-6-test-corpus-26-test,ALG,دجاج، من فضلك.,Maghrebi
6339,corpus-6-test-corpus-26-train,AMM,لو سمحت شغل العداد.,Levantine
1353,corpus-6-train,DOH,بغيت فستان احمر.,Gulf
3176,corpus-6-test-corpus-26-train,ALX,كام رسوم الجراج فى الساعة؟,Egyptian
16403,corpus-6-test-corpus-26-train,MUS,واجد غالي بالنسبه لي. تقدر اتنزل شوي بالسعر؟,Gulf
14952,corpus-6-test-corpus-26-train,SAL,بقدر اشوف شهادة التطعيم، لو سمحت؟,Levantine
4501,corpus-6-test-corpus-26-train,ALE,مرتك معلمة طبخ.,Levantine
3415,corpus-6-train,DOH,كم غرشة مشروبات كحولية عندك؟,Gulf
4341,corpus-6-test-corpus-26-train,SAL,هاي الشناتي من رحلة جيه ايه ال صفر واحد؟,Levantine
1038,corpus-6-test-corpus-26-train,BAS,انا مصور لحسابي الخاص.,Iraqi
2804,corpus-6-train,CAI,ده حياخدني فين؟,Egyptian
5906,corpus-6-test-corpus-26-train,ALE,بدي أرجع أأكد على طيارتي ع شيكاغو بسبطعش الشهر.,Levantine
18798,corpus-6-test-corpus-26-test,MOS,احنه عدنه خمر ابيض ممتاز.,Iraqi
9100,corpus-6-test-corpus-26-train,JED,ماتفهم انجليزي مرة.,Gulf
8844,corpus-6-test-corpus-26-test,MOS,بشقد الفطر الطازج؟,Iraqi
14538,corpus-6-test-corpus-26-train,CAI,السنة إتكسرت.,Egyptian
11222,corpus-6-train,CAI,بص، انا حأكلمك بعدين . شكرا .,Egyptian
3557,corpus-6-test-corpus-26-train,BAG,حرامي. الزموه.,Iraqi
17394,corpus-6-test-corpus-26-train,MOS,ما عدنه نفس التصميم تماما هسه. غاح اجيك مخازنه. انتظر بس دقيقه، رجاءا.,Iraqi
18385,corpus-6-train,CAI,لو سمحت هاتلي تيلينول.,Egyptian
15798,corpus-6-test-corpus-26-dev,BAG,الأملاح مال حمام الأعشاب تخلي بشرتك ناعمة وسلسة.,Iraqi
13854,corpus-6-test-corpus-26-train,FES,ضربه البرد.,Maghrebi
8805,corpus-6-test-corpus-26-train,ASW,ايه المحطة اللي جاية؟,Egyptian
6835,corpus-6-test-corpus-26-train,ALX,شكلك كويس.,Egyptian
3789,corpus-6-test-corpus-26-train,BAG,عندك جارت ملون؟,Iraqi
6156,corpus-6-test-corpus-26-train,BAG,هو مشغول هسة.,Iraqi
11600,corpus-6-test-corpus-26-train,ALX,هى الميا هنا آمنة للشرب؟,Egyptian
3557,corpus-6-test-corpus-26-train,JED,حرامي، امسكوه.,Gulf
6481,corpus-6-test-corpus-26-train,BAS,العاشر من تشرين الثاني.,Iraqi
7412,corpus-6-test-corpus-26-train,JED,الثلج يخلي الطريق يزحلق.,Gulf
19103,corpus-6-test-corpus-26-train,ALG,أنا أعتذر. في هاذ الساعة، تقدر تطلب فقط واش راهو مكتوب في قائمة الطلبات الليلية.,Maghrebi
15464,corpus-6-test-corpus-26-test,AMM,مخارج الطوارئ موجودة في بداية، بنص، وبآخر هاي الطيارة.,Levantine
13515,corpus-6-test-corpus-26-train,MUS,هل هناك عرض أرضية؟,Gulf
18382,corpus-6-test-corpus-26-train,FES,بغيت نعاود نأكد الرحلة ديالي.,Maghrebi
3522,corpus-6-test-corpus-26-train,JED,لازم ادفع للبنزين؟,Gulf
4326,corpus-6-test-corpus-26-train,BAG,ضربتني من الجانب.,Iraqi
7248,corpus-6-test-corpus-26-dev,MUS,هناك محطة وقود بعد تقاطعين من هنا.,Gulf
8551,corpus-6-test-corpus-26-train,ASW,بكام الصفحة الواحدة؟,Egyptian
2353,corpus-6-test-corpus-26-dev,MOS,هل نسيت مشروباتنه؟,Iraqi
12150,corpus-6-test-corpus-26-train,ALG,راني حاب اتصال منبه غدوة صبح على الساعة الثامنة و النصف، من فضلك.,Maghrebi
18572,corpus-6-test-corpus-26-train,MUS,ابغا استئجر سيارة لمدة أسبوع.,Gulf
16183,corpus-6-train,CAI,فين بقيت الناس؟,Egyptian
8516,corpus-6-test-corpus-26-train,RIY,دائما يتسوق في شارع بوند.,Gulf
18401,corpus-6-test-corpus-26-train,SAL,ساعتي . كانت العلامة التجارية السويسرية الجديدة الرقمية .,Levantine
643,corpus-6-test-corpus-26-train,BAS,راح تدفع لي شركة الطيران حتى اشتري شوي ضروريات شخصية أساسية؟,Iraqi
11282,corpus-6-test-corpus-26-train,BAG,تكدر تجهزه باجر الساعة خمسة العصر؟,Iraqi
16955,corpus-6-test-corpus-26-dev,ALE,هو بعد مربع سكني واحد بالشارع.,Levantine
16231,corpus-6-test-corpus-26-train,ALE,شلون بطول ليوصل عاليابان بالبريد الجوي؟,Levantine
11283,corpus-6-train,CAI,لو سمحت اتكلم ياباني .,Egyptian
9925,corpus-6-train,DOH,ممكن تخلي احد يتكلم ياباني على الخط؟,Gulf
9702,corpus-6-test-corpus-26-train,ASW,الكعوب عالية خالص بالنسبالي.,Egyptian
18917,corpus-6-test-corpus-26-train,BAG,بس زيت وخل كولش كافي.,Iraqi
9885,corpus-6-test-corpus-26-train,RAB,عندي تقريبا ألفين و خمسمية دولار بالين الياباني.,Maghrebi
2528,corpus-6-test-corpus-26-train,SAL,في بنوك قريبة من المحطة؟,Levantine
16904,corpus-6-test-corpus-26-train,MOS,المسار رقم ارباطعش.,Iraqi
12776,corpus-6-test-corpus-26-test,FES,شحال ديال المشروبات داخلة فهاد الثمن؟,Maghrebi
19009,corpus-6-test-corpus-26-train,ALX,عاوز أعمل مكالمة لليابان.,Egyptian
5987,corpus-6-test-corpus-26-train,BAS,هذا بالضبط الي ردت اكوله.,Iraqi
15037,corpus-6-test-corpus-26-train,ASW,كنت عايز الشهادة الصحية ووصل التامين بتاعي.,Egyptian
11317,corpus-6-train,RAB,واش غادي يوصل قريب؟,Maghrebi
15564,corpus-6-test-corpus-26-train,ASW,مزدوجة بحمام، لوسمحت.,Egyptian
2340,corpus-6-train,CAI,أزيك، فين الكابينه بتاعتنا، من فضلط؟ ممكن تدلنا عليها؟,Egyptian
14854,corpus-6-test-corpus-26-dev,ALG,أنا تاني.,Maghrebi
16976,corpus-6-test-corpus-26-train,MOS,اغيد اغدان هذي الستره الرياضي تطول.,Iraqi
10830,corpus-6-test-corpus-26-train,JER,وين قسم غير المدخنين؟,Levantine
18441,corpus-6-test-corpus-26-train,FES,نقدر ناخد الطباسل ديالك؟,Maghrebi
2094,corpus-6-train,BEI,هيدا للشغل؟,Levantine
13134,corpus-6-test-corpus-26-train,RIY,انتبه الطقس متقلب جدا في الجبال.,Gulf
12396,corpus-6-test-corpus-26-train,MOS,اي وقت غاح نصل للوس انجلس؟,Iraqi
13322,corpus-6-test-corpus-26-train,MOS,هو ممزق.,Iraqi
6944,corpus-6-test-corpus-26-train,JED,أيش السيارة اللي تعطيك افضل صرفية بنزين؟,Gulf
12878,corpus-6-test-corpus-26-train,ALX,ممكن تكتب عنوان الاتصال بتاعك هنا؟,Egyptian
18901,corpus-6-train,DOH,شكبر موقع المصنع، بالمتر؟,Gulf
14198,corpus-6-test-corpus-26-train,FES,نتا مكتشوفش كثر من واحد وعشرين سنة.,Maghrebi
4501,corpus-6-test-corpus-26-train,MOS,اشقد طباخه رائعه مغتك.,Iraqi
16992,corpus-6-test-corpus-26-train,ALG,عندي حجز. هاهو رقم التأكيد.,Maghrebi
13657,corpus-6-test-corpus-26-train,ALG,أنا ماشي متمكن بزاف من الألمانية.,Maghrebi
9150,corpus-6-test-corpus-26-train,RIY,تقدر تعتني بها من تسعة صباحا الى قرابة ثلاثة؟,Gulf
14933,corpus-6-test-corpus-26-train,BAG,اذا تشتري هذا همات، راح تستوفي الأعفاء الكمركي.,Iraqi
6481,corpus-6-test-corpus-26-train,ALX,عشرة نوفمبر.,Egyptian
18382,corpus-6-test-corpus-26-train,JED,أبا أأكد رحلتي.,Gulf
19318,corpus-6-test-corpus-26-train,BAG,على الساحل الشرقي، راح تلكه بالاضافة اماكن مشهوره، مثل نيويورك، واشنطن العاصمة، وبوسطن.,Iraqi
4698,corpus-6-dev,RAB,إيلا بغيتي الخدمة ليوم واحد، الثمن الإضافي غايتزاد بنسبة خمسين فالمائة، واش مزيان بالنسبة ليك؟,Maghrebi
5843,corpus-6-train,BEI,هيدي خمسين دولار في حال صار معك شي.,Levantine
19754,corpus-6-test-corpus-26-train,RIY,شكرا لمشاركتك أفكارك الفريدة معنا.,Gulf
2179,corpus-6-test-corpus-26-train,MOS,اكو صندوق تليفون قدام هذاك البنك.,Iraqi
19085,corpus-6-test-corpus-26-train,JER,بتقدر تشرح كيف نعملو؟,Levantine
19643,corpus-6-test-corpus-26-test,FES,لا، عافاك لا. ممكن تحفظ أسئلتك حتى لتالي ديال كلامي، ملي نسولك عليهم؟,Maghrebi
16335,corpus-6-test-corpus-26-train,FES,سمحلي، حنا مكنبيعوش تذاكر للمسرح.,Maghrebi
16992,corpus-6-test-corpus-26-train,BAS,عندي حجز، هذا رقم التأكيد.,Iraqi
3512,corpus-6-test-corpus-26-test,JED,أبا مكان صغير.,Gulf
2100,corpus-6-test-corpus-26-test,ALE,شدلي جزداني وهرب بعيد.,Levantine
7811,corpus-6-test-corpus-26-train,ALG,تعداو عليا في شاطئ وايمانالو. ارواح دوكا من فضلك.,Maghrebi
18632,corpus-6-test-corpus-26-test,DOH,المقاس مضبوط.,Gulf
12150,corpus-6-test-corpus-26-train,BAS,اريد تتصل تكعدني الساعة ثمانية ونص باجر الصبح، رجاءا.,Iraqi
8353,corpus-6-train,RAB,فين نقدر نلقا التيليبوتيك؟,Maghrebi
9657,corpus-6-test-corpus-26-train,ASW,كدة تمام؟ خليني ابص تاني. مم، معلش انا اسف جدا، يا أنسة تاكانو. دي غلطتنا إحنا. دي فاتورتك الجديدة. ممكن تمضي هنا، لو سمحتي؟,Egyptian
1163,corpus-6-test-corpus-26-dev,FES,واش ممكن نطلب مكالمة فياق في الخامسة والثلاثين الصباح ديال غدا؟,Maghrebi
14232,corpus-6-test-corpus-26-train,RAB,غادي انجيب واحد دابا.,Maghrebi
16271,corpus-6-test-corpus-26-train,RIY,هذا قذر.,Gulf
8551,corpus-6-test-corpus-26-train,MOS,اشقد سعرو لكل ورقه؟,Iraqi
14292,corpus-6-test-corpus-26-train,ALX,أوه، أهو. وهو كل شخص لازم يملا بيان الإعلان الجمركى دة؟,Egyptian
408,corpus-6-test-corpus-26-train,ALG,بزاف يابانيين ياكلو لا بيوفر و الكالامار.,Maghrebi
17886,corpus-6-test-corpus-26-train,RAB,حسنا، خاصنا الوقت. نقدرو نكملو هاد الهضرة الخميس مع الوحدة؟,Maghrebi
7400,corpus-6-train,RAB,وحنا غلسين كانتسناو ف شتا تصب.,Maghrebi
16955,corpus-6-test-corpus-26-dev,BAG,هو مسافة بلوك واحد بالشارع.,Iraqi
19769,corpus-6-test-corpus-26-test,SAL,بقدر أستأجر مضارب؟,Levantine
16799,corpus-6-test-corpus-26-train,AMM,بدي نفس حمار شنطة كيلي بنفس هاد النمط.,Levantine
18338,corpus-6-test-corpus-26-dev,ALX,أنا خلاص دفعت خمسين دولار عربون لما عملت تشيك إن.,Egyptian
667,corpus-6-test-corpus-26-test,ALG,كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.,Maghrebi
13134,corpus-6-test-corpus-26-train,ALG,حذار لأن الطقس متغير في الجبل.,Maghrebi
19889,corpus-6-test-corpus-26-train,BEI,ما في أكل ما بحبو.,Levantine
19467,corpus-6-test-corpus-26-train,RIY,كل يجب عليك دخول مستشفانا.,Gulf
2205,corpus-6-test-corpus-26-train,JED,كأنو غالي شوية، ولا؟,Gulf
6227,corpus-6-test-corpus-26-train,FES,حتا هادوك غالين.,Maghrebi
