ID,Text
60,سعود يجسد الفعيلة في قلب بيروت.  
61,ذاكرة الغناء برائحة الشام.  
62,المنافسات الرياضية قايمة مع موسم الشام.  
63,شو رأيك بالعرض الجديد لجاد شويري؟  
64,حضور موسيقي أعاد الأمواج للغناء.  
65,قديش كانت أغنية فريقنا الوطني مؤثّرة؟  
66,لهيب الحماس بين أقدام اللاعبين نرمز.  
67,صوت ديناميكي للأغاني الشامية.  
68,قديش نجوم السينما دايمًا مضويين.  
69,منظر جميل بالعرض الرائع عن الجنود الشرفاء.  
70,هل الدقة النولندية ببث رقصة التهريج؟  
71,ما أحلاها الكوميديا الساخرة بالنجوم الأرجنتينية.  
72,سيناريو أوقع بلاغات حساسية المجاملة.  
73,كيف سوّاها بثلاثي الأبعاد، مشهد يقرب المباشر.  
74,نفسيات مغدورة بما بعد التاريخ.  
75,من لامس الجرح، صار في عمق الوصلات.  
76,كلمات ما تقدر بالكيلو، بل بالعيار الثقيل.  
77,لمسات المخرج تصنع من العدم فناً.  
78,حروف ولا كلمات، كلنا إلا الانتظار.  
79,الحبيس دوب نفسه بالنكتة غريبة الأطوار.  
80,احتضان الجمال بحلقة جاذبة للمشاهدة.  
81,بذور فن تعبيرية تسد شغور الفكر.  
82,نجوم الطرب لا تزال على نفس القوة، هبة إنتانية.  
83,التسلية من أقدم العصور ما تنضب من الحياة.  
84,صعيد خالي أفرد الأجنحة.  
85,لابس بدرعم ثورة التشويق للدراما المجاورة.  
86,عنصر القصص بين صفحات النظام الروائي.  
87,انجازات كبيرة بالحضارة وأنساب الغائبين.  
88,عبارات الحب ما تلغيها الزهور.  
89,نصوص المتفائل تنساب ببرود الوادي.  
90,أنا أثق ضوء انتظار يفارق جدارة الألم.  
91,مكنسة شعلة ترفع لكل مكافحة.  
92,نرجو بلا نهاية، لكن تاكمل نمشي بالهياكل.  
93,أنغام الحب منثور بكل زوايا الحارة.  
94,انفتاح يرتفع إذا صح المكاشفة.  
95,أيمن زيدان ينزع علامات الاستفهام بتوجيه الخيال.  
96,عطر الفضائل ما نتسق بهدم الالتفاف.  
97,إجا البرد، وتلفنا بعد حجارة الدرب.  
98,الصياح والبكاء لا يحمل كل معطيات المعبأة.  
99,بسكن وومضة في جوانح الابتسامة، صورة لمعتق المعرفة.  
100,صوت حزين في اقتحام الطوابير.  
101,ينابيع الشعر تجدد في الخط القدم.  
102,هذا الانسياب يروي الحكومة المتعبة للأشرطة.  
103,رقصة تعني كل الزوايا نحو حياة أخرى.  
104,ما يبقي في الحلم، أ هاوي بمواعيد محرومة.  
105,نأخذ النشرة، على ما تحتفظ جذور الماضي.  
106,كل رمشة تفتح شقاوة عيون بنافس الامل.  
107,سلاسل المتعاقبين تتراجع بحكايات الإعلام.  
108,كان يا ما كان، منادات الصوت تروحن المحاكاة.  
109,الهدف إلى أطراف الأرض، ليس عبث الجفن.  
110,قصة جمجمة تحب الكلمات الهائمة.  
111,نؤجل الشكوَى وقت السكينة لأفلام الخاطر.  
112,يتعالى الفلاشات في ظلام السموات.  
113,تصطف الجواهر لتنشر وجه الفيسبوك فوق الأثير.  
114,عيد في رقصة، تذكرنا نقوش الأهرام.  
115,احتفالات الشغف تتحول لنغمة تقام.  
116,أعلنت الصورة، تُطرب الجمهور.  
117,ركز صديقي عالموسم الجديد من ذا فويس.  
118,شفنا أغرب لقطة بمسلسل اخوان ماجد.  
119,بلا محاباة، جديدة الأغاني القديمة بروحها.  
120,احتفال النفوس عند انتصار الدراما.  
121,يستوى العاطفة بمسرحية جودت الرواي.  
122,هجمة محوقة بوجه باب القصر الدائم.  
123,كان يقظة، حجزنا المسرح للعرض الجري.  
124,الموسيقي السريالية تطفي بلوحات المصريات.
