ID,Text
53,نسيت أقولك، فيه حوار على الراديو مهم.
54,هتروح تشوف الحفلة ولا مش فارق معاك؟
55,الجروبات على الواتساب مليانة أخبار وأخبار.
56,الجو جميل الليلة، ينفع نطلع للحديقة.
57,بعض الناس مش بتحب تتابع الأخبار علشان الزعل.
58,الناس بتشارك صور حفلات الصيف في كل حتة.
59,هل شفت الدراما الجديدة اللي نزلت الأسبوع الفات؟
60,النهاردة كان فيه خبر مهم عن صحة المشاهير.
61,الأخبار عن المناخ بقينا نحس بيها في حياتنا.
62,كل يوم يظهر تريند جديد، دا حياتنا دلوقتي.
63,إيه منك سوى التقصيحات عن الحوادث الأخيرة؟
64,الأفلام الجديدة حلوة، ومحتاجة زيارة للسينما.
65,خلي بالك من الأخبار الكاذبة، بتنتشر بسرعة.
66,هل انت متابع الأخبار الفنية؟ فيه حاجة حلوة جاية.
67,مش عارفين نكمل حياتنا وسط كل القلق ده.
68,كل واحد عنده رأي مختلف في القضايا الاجتماعية.
69,الشتاء جاي، وهتبدأ الأمطار تسقط بسرعة.
70,الناس بتعمل تحديات غريبة على السوشيال ميديا.
71,في ناس كتير مزعوجين من الوضع الحالي.
72,كيف نستطيع تحسين الوضع في المستقبل؟
73,الشائعات بقت منتشرة في كل مكان، لازم نكون حذرين.
74,الأغاني الجديدة مش تعرفها لكن عجباني.
75,سمعت عن الفيلم اللي جاب جوائز كتير؟
76,الأخبار الاقتصادية لازم تتابعها لحظة بلحظة.
77,شفت صورة الألعاب النارية في الاحتفالات؟
78,التحليلات الجوية متوقعة بمطارات تنبوت.
79,النهاردة فيه تجمهر كبير قدام البرلمان.
80,بتتبع أي قنوات إخبارية على يوتيوب؟
81,المشكلات البيئة لازم نصححها قبل فوات الأوان.
82,العالم بقى بيتغير، ونحن مش قادرين نلحق.
83,شعرنا بالقلق مع الأخبار المستمرة عن كورونا.
84,الناس في الشارع مشغولين بأحاديث مختلفة.
85,حالات الطقس في الصيف بقت وأحدة من المحور.
86,إيه رأيك في النقاشات اللي على السوشيال ميديا؟
87,دخلت على تطبيق جديد، مش عارف إذا عجبني ولا لأ.
88,محتاجين طريقة جديدة للتواصل مع بعض.
89,التغييرات السريعة بتخلي الواحد مش مرتاح. 
90,سهرية حلوة مع الأصحاب في الكافي.
91,الأخبار اللي بتطلع مش دايمًا بتكون صحيحة.
92,الناس بقت تهتم بالهدايا الصغيرة في المناسبات.
93,شاركت صورة من العيد وناس كتير عجبتهم.
94,آراء الناس بتختلف حسب ثقافاتهم وتجاربهم.
95,كل واحد عنده صوته، محتاجين نسمعه.
96,الاجتماعات بتعتمد دلوقتي على التواصل الافتراضي.
97,الشائعات اتسببت في قلق كبير لدى الشباب.
98,اللحظة الحالية بتتطلب موقف جاد من الجميع.
99,مصر محكومة بالأحداث بسرعة غير متوقعة.
100,درجات الحرارة مرتفعة اليوم، نقعد في البيت.
101,الفن بيفتح لنا أبواب جديدة للتعبير عن أنفسنا.
102,محتاجين نتكاتف عشان نواجه التحديات.
103,الاختلافات في الآراء بتثير النقاشات المفيدة.
104,هذا الأسبوع هيكون حافل بالأحداث.
105,محتاجين نكون إيجابيين رغم كل الصعوبات.
106,حظر التجول كان صعب على الناس.
107,العدسات الجديدة في التصوير خلت الصور تبان أفضل.
108,الشارع المصري مليان بالقصص اليومية.
109,هل تحب تتابع البودكاست اللي نزل جديد؟
110,لما النهاردة شفت مترو الأنفاق، كان زحمة أوي.
111,الصيف فيه ذكريات كتير بتجمعنا.
112,تحذيرات الطقس دائمًا بتكون مهمة.
113,روحنا لمعرض الكتاب واستمتعنا بالكتب الجديدة.
114,أملك طاقة إيجابية من الأخبار الإيجابية.
115,كرم الضيافة في مصر ما بيتغيرش أبدًا.
