ID,Text
41,صحابي هما سندي في الحياة.  
42,سمعت عن المطعم الجديد اللي فتح جنبنا؟  
43,جمعنا سوا في العزومة اللي فاتت.  
44,شفت فيلم عجبني وعايز أحكي لك عنه.  
45,الجو النهارده كان شبابي طازة.  
46,قريبتي خلفت جابت عبد الله.  
47,نبقى نشوف بعض قريب في المول.  
48,جيرانّنا كانوا عاملين عزومة كبيرة.  
49,سمعت عن الزيادة اللي نزلت في المرتبات؟  
50,الجيم النهارده كان متعِب بس حلو.  
51,بنعمل حفلة صغيرة في البيت يوم الجمعة.  
52,يا ريت نروح نسهر عند الكورنيش قريب.  
53,إيه رأيك في الأكلة اللي جبتها؟  
54,محتاج أغير جو وعندي أجازة الأسبوع الجاي.  
55,شيّلنا هدوم الصيف ونزلنا الشتا.  
56,الأجواء في الساحل دايمًا بتبسطني.  
57,أخيراِ قررت أطلّع الرخصة.  
58,كنت قلقان على نتيجتي باش مهندس.  
59,أتمنى ألاقيلك حل قريب لمشكلتك.  
60,الكهربا قطعت فجأة امبارح.  
61,استنيت الصبح عشان أروح للدكتور.  
62,حفلة التخرج كانت جميلة جداً.  
63,هدية خفية جابت لي البهجة.  
64,الحمد لله كلنا كويسين وبنتحسّن.  
65,الجملة دي خلّصتها بسهوله.  
66,الصبح كان روقان وقهوة محترمة.  
67,يا الله نسافر نزور الأهرامات.  
68,القطّة بتعزّ علينا كلنا في البيت.  
69,بتحب السهر ولا النوم بدري؟  
70,حتى لما أكون مُتعب الظروف بتبقى كويسة.  
71,الموبايل الجديد مفيد جدًا في شغله.  
72,الإسبوع اللي فات كنت عند خالي.  
73,روحت درس اللغة مع صاحبي امبارح.  
74,الفرصة دي ممكن ما تتعوضش أبداً.  
75,المغني بتاع الحفلة كان صوته جامد.  
76,روحت الحديقة مع أهلي واتمشّينا سوا.  
77,قضيت الوقت في المطعم مع العيلة.  
78,الطريق للمول زحمة كالعادة.  
79,عرفت حب جديد في حياتي.  
80,إزّيك عملت إيه في شغلك؟  
81,أخويا قرر يكمّل دراسته بره.  
82,الأعمال بتاخد وقت طويل أوي لما تكون جدّية.  
83,عاوز أخلي الأسبوع ده مليان نشاطات.  
84,ساعدني أذاكر للمادة اللي هنتحن فيها.  
85,المطبخ كبير وعجبني منظره.  
86,بتعتني بالنباتات معاك.  
87,الكيك كان لذيذ جدا ومحشو كويس.  
88,عزّينا جاري في فقدان الوالد.  
89,الكتاب اللي قراه وقت الفراغ كان ممتع.  
90,الصداقة تساوي الكتير أيامنا دي.  
91,يا جماعة، بكرا عندنا احتفال.  
92,مفيش أخبار تسر بالنسبة للسفر.  
93,كنّا بنسمع أغاني قديمة سوا.  
94,الرحلة كانت طويلة، بس رجعنا بسلامة.  
95,العيلة تزور منتزه جديد قريب.  
96,الحرّ النهارده مش عاقل خالص.  
97,اختي اشتغلت وظيفة جديدة.  
98,يا الله نروح سوا رحلة للمتحف.  
99,الإسبوع ده مليان أحداث مهمة.  
100,الزحمة في الطريق بهدلتنا.  
101,حياتنا تحسنّت بعد الاجازة.  
102,يارب يبقى العسل ده يجيب نتيجة.  
103,شفت ناس جداد انهاردة واتبسطت.  
104,الأخبار الجديدة كانت مُبهجة.  
105,ابتسمنا لما شُفنا الصور الذكريات.  
106,شغلي الجديد في المنطقة غريبة.  
107,حضرتك فين دلوقت وأخبارك ايه؟  
108,أعطيك سبيل جديد أنصح بيه لحياتك.  
109,الأصدقاء بيخلوني مرتاح أوي.  
110,الواجب كان مليان معلومات كتير.  
111,ودي خبر سمعته الحلو عنك.  
112,جاية معايا الحفلة بتاع الشركة؟  
113,كلموني امبارح وكنت أسفل.  
114,ده كان أكتر يوم طويل من مدة.  
115,خدت مُسكن لأني مش كنت طايق نفسي.  
116,عندي ميعاد في العيادة السُكري.  
117,محتاجة أغير الروتين وأستكشف حاجة جديدة.  
118,طوّرني بكلامك الحالِّي يا عزيزي.  
119,صاحبي قرر يعمل مشروع خاص بيه.  
120,بفكر أجيب عربية عشان تسهلني في الحركة.  
121,صباحك كان جميل ومشرق بالطاقة.
