ID,Text
91,اليوم غادي نربط الحلفاء ونربيو العائلة.  
92,شفت وحد الفكل كنتفكر فيه من الصباح.  
93,غادي نتعلم الرقص و كيفاش ندير الرقصة المغربية.  
94,نحب الإجازات والأكلات المغربية التي تنعش الروح.  
95,سمعت أن هناك مهرجان موسيقي في المدينة!  
96,عندك فكرة عن كيفاش نعدل ديكور الدار؟  
97,ماغاديش ننسى نحضر ويا مع عائلتي.  
98,حبينا نشاركوا في النشاطات المحلية المسليّة.  
99,الحظ يعود مع الأعطال، كنديرو جولة.  
100,بغينا نتعلم كيفاش نصنعو المأكولات المغربية!  
101,التصوير هواية تفتح أبواب الرؤية.  
102,عندنا حفلة عيد ميلاد في العيد!  
103,ديما نفطر فالصباح مع شوية كروسان وقهوة.  
104,نسهروا كل يوم جمعة، بغيناه يكون تقليد.  
105,بش نحضرو لشي مناسبة، خاص النقطة من الزين.  
106,شفت الويكاند، بليكين نكونو فالمونديال.  
107,جيتي مانك على ركاز آخر، بلا ما تضيع الوقت.  
108,كل يوم عنا قصة مع الطفل الصغير.  
109,كنمشيوا مع بعضنا، و نكونو عائلة وحديدة.  
110,أي دور تعزف يصير مشاركتي فكل مكان!  
111,بغيت نعمل حلويات رمضان مع أهل العائلة.  
112,فالمغرب نلقاو طرق متنوعة للطهي المتميز.  
113,اليوم غادي نطبخ مع الخالة، شنو ناكلو؟  
114,مشاركة الجو مع الأصدقاء حاجة ممتازة.  
115,عندك فكرة عن ورشات اليدوية فالعيد؟  
116,الأكلات الشعبية تخرج روح الفرح في المجالس.  
117,كل وحدة تسير الرغبات، الخياطة أو الطبخ!  
118,غادي نتحركو بالسيارة و نكتشف المواقع القديمة.  
119,سألت غنية عن كيفاش تتعلم الفطائر المغربية.  
120,نجربوا نعملوا الجمعية خيرية شنو رأيك؟  
121,الأسواق الشعبية فيها كل الزين!  
122,الحياة أحلى مع الأصحاب والأنشطة.  
123,أنا ملي كندخل للمطعم، بقولهم نحب الأطباق التقليدية!  
124,نحب الخبز وتغدينا بالتوابل.  
125,الفتة المغربية مزيانة نكون و نحبها.  
126,الفطور من اللي بالنوعين دوما زوين!  
127,غادي نشوفو كل نوعيات القهوة الشعبية.  
128,نجمع العائلة لهذ المختار، نعيشوا تجربة الحضارة.  
129,العمل فالفن يحسن الحضارة الإنسانية.  
130,بغينا نعملوا نزهة حمد الله كل العائلة.  
131,كل عيد نطهو شوية الطاجين بالزيتون!  
132,اشحال من فطر مود للغداء، ما كاينش شي حاجة كيفاك.  
133,سمعت أنو عندنا فسحة فالسفر قرب.  
134,كلما كان التنوع أكثر، كان الاستمتاع أكبر.  
135,عندنا فرح هاد الأسبوع، الكل معانا!  
136,بغينا نحضروا غداء في البستان.  
137,كيف تنظموا الأمور اليومية؟  
138,أنا ممتنة للمغاربة على كل النعم.  
139,عندنا نوزع الهدايا للأطفال بحلوى.  
140,المشروب البارد مطلوب الصيف، شنو تحبي؟  
141,اليوم غادي نفطر مع الأهل، شنو ناكلو؟  
142,سمعت أن الخطة الجديدة للغداء ستدهشنا!  
143,غادي نأخذو جولة فالمحيط، نحب المناظر.  
144,كل يوما نصنع جو زوين مع المشروبات.  
145,فإجازات الكتابة أحلى من الواقع.  
146,عندك مناسبة فنرى الأصدقاء قريبين؟  
147,كل فرحة ديرها مع القيم المبنية على الحب.  
148,العمل اليدوي يقرّب الناس من بعضهم.  
149,أنا وأنتم، نشكل أسرة فخورة ومتحابة.  
150,ديما عندهم نكت مع الأصدقاء، نحب الضحك.  
151,نجربو أكلة جديدة كل أسبوع.  
152,سمعت بحدوث نشاطات للنظافة بالمنطقة.  
153,غالبيتنا كيكون نشيطة فترة العطاق.  
154,فنجان الشاي المغربي دائما مرفق لدردشات الحي!  
155,البحث عن وصفة ثانية ممتازة لفن الطهي!  
156,اليوم غادي نحضروا دروس رسم فالحياة.  
157,كيف الأجواء عندكم، أنا كنبغيو السفر!  
158,على سلامة الصديق المدعو على كعكة العيد.  
159,الجميع عندهم وجهة نظر ولها قيمتها، نشاركوا.  
160,تلتقي الثقافات فالمقاهي وحياة اليوم!  
161,دايماً عندنا الرغبة في التعلم والاحترام.  
162,ملي كانتوت جدتي، كانت تنظم اللقاءات العائلية.  
163,فالنهاية كنما، نردوا لك عائلتك!  
164,ميهمنا نمروا على فترة النشاطات المتنوعة.  
165,مدونات الطعام تبقى في قلوب الناس الطيبة.  
166,مزيد من الهوايات الجديدة، الجميع.  
167,اليوم غادي نعبّر على المشاعر مع الكوكب.  
168,فسيجلس جيراننا مع الضحكات والذكريات.  
169,بغيت نصنع واحدة الحلوى دون سكر للمرضى.  
170,ناكلوا ديك الصفائح، عرفة طيبة فحب الطبيعة.  
171,لتكن لنا ذكريات جميلة مع بسمة!  
172,غادي نعملها مع الطايب وترفعت الفراشك.  
173,الأسرار لروح الفن، تلقى توترًا مريحًا.  
174,فقط نجيب على أسئلة الزوار بالحب.  
175,كنت مشغول بشي دقلة باللوزة، كيفاش تفكر؟  
176,تأكيد التذوق في الأشكال السلبية الإيجابية.  
177,كل ما كانت الأجواء جميلة ظهرت المناسبات.  
178,لكل عيد تقاليد متميزة تحافظ على الذاكرة.  
179,سنذهب نخدم فالمهرجان الثقافي.  
180,أحب أن يكون الحفل حقاً لكل الأجيال.  
181,سمعت بأن الأمسية تضم بعض الشعراء!  
182,الأغاني تصنع جو الدفء في القلب.  
183,أنت تحب تربية أصناف الحيوانات الأليفة؟  
184,نجربوا النباتات الجديدة، طبيعتنا زوينة.  
185,كل شيء عنده وقت خاص للفن.  
186,اليوم الذهاب للموانئ نحب الأمواج!  
187,نطبخ فهم الغداء مع لمسات من التفاؤل.  
188,مرحبا بك في عائلتي، نحب الترحيب.  
189,يوميات وطنية للأحداث الجديدة.  
190,المسابقات محمولة وخاصة بالأطفال.  
191,شي وحد يجي عندنا، نحب المفاجآت!  
192,كلما زاد الإبداع، زادت القيمة.  
193,نحب الرقص والألوان، شوفي العاملين.  
194,كل الأجيال يمحون العقول، قصة جديدة.  
195,كيف كتشوفوا التطورات في المجتمع، كيبّان.  
196,نقضي شوية وقت مع الأصدقاء، راك عيونا.  
197,الصباح نطلب grand café مع الفطائر.  
198,عندك شي اقتراح للألعاب الشعبية.  
199,نتعلم المهارات التقليدية منكم، كيفاش؟  
200,بغيت ندير جولة للمحاضرات الثقافية، شنو رأيك؟  
201,الأطفال يحبون التسرع في رسمهم، نبعثهم أحلام!  
202,دايماً نحضروا شوية الفن في المناسبة.  
203,استعد لنكمل المراحل الأسرية والاجتماعية!  
204,الحمد لله على كل الأوقات الجميلة مع الأحباب.  
205,فالمهرجان ديما نحب نستمتع بالشغف.  
206,كل واحد عنده بوست جمالي أو تعبير خاص.  
207,نتعلم كيف نبدعوا في المأكولات الخفيفة.  
208,الأدب يعطي طعماً لحياتنا، شنو كتسجلي؟  
209,بغيت نخرج للمساحة الخارجية و نلعب.  
210,كيفش ممكن نديروا نادي للإبداعات؟  
211,نجربوا أنشطة خارجية مع الشعوب، كيف استمرارية!  
212,بيوتنا تكمل حكاياتهم، ودائماً في الصغر.  
